images/cell0001.png  1.0                 mono
images/cell0002.png  1.0                 mono
images/cell0003.png  1.0                 mono
images/cell0004.png  0.0                 mono
images/cell0005.png  1.0                 mono
images/cell0006.png  1.0                 mono
images/cell0007.png  1.0                 mono
images/cell0008.png  1.0                 mono
images/cell0009.png  0.0                 mono
images/cell0010.png  1.0                 mono
images/cell0011.png  0.0                 mono
images/cell0012.png  1.0                 mono
images/cell0013.png  1.0                 mono
images/cell0014.png  1.0                 mono
images/cell0015.png  1.0                 mono
images/cell0016.png  1.0                 mono
images/cell0017.png  1.0                 mono
images/cell0018.png  1.0                 mono
images/cell0019.png  1.0                 mono
images/cell0020.png  1.0                 mono
images/cell0021.png  1.0                 mono
images/cell0022.png  1.0                 mono
images/cell0023.png  1.0                 mono
images/cell0024.png  1.0                 mono
images/cell0025.png  1.0                 mono
images/cell0026.png  1.0                 mono
images/cell0027.png  1.0                 mono
images/cell0028.png  1.0                 mono
images/cell0029.png  1.0                 mono
images/cell0030.png  1.0                 mono
images/cell0031.png  1.0                 mono
images/cell0032.png  1.0                 mono
images/cell0033.png  1.0                 mono
images/cell0034.png  1.0                 mono
images/cell0035.png  1.0                 mono
images/cell0036.png  1.0                 mono
images/cell0037.png  1.0                 mono
images/cell0038.png  1.0                 mono
images/cell0039.png  1.0                 mono
images/cell0040.png  1.0                 mono
images/cell0041.png  1.0                 mono
images/cell0042.png  1.0                 mono
images/cell0043.png  1.0                 mono
images/cell0044.png  1.0                 mono
images/cell0045.png  1.0                 mono
images/cell0046.png  1.0                 mono
images/cell0047.png  1.0                 mono
images/cell0048.png  1.0                 mono
images/cell0049.png  1.0                 mono
images/cell0050.png  1.0                 mono
images/cell0051.png  1.0                 mono
images/cell0052.png  1.0                 mono
images/cell0053.png  1.0                 mono
images/cell0054.png  1.0                 mono
images/cell0055.png  1.0                 mono
images/cell0056.png  1.0                 mono
images/cell0057.png  1.0                 mono
images/cell0058.png  0.3333333333333333  mono
images/cell0059.png  1.0                 mono
images/cell0060.png  0.0                 mono
images/cell0361.png  1.0                 mono
images/cell0362.png  1.0                 mono
images/cell0363.png  1.0                 mono
images/cell0364.png  1.0                 mono
images/cell0365.png  1.0                 mono
images/cell0366.png  1.0                 mono
images/cell0367.png  1.0                 mono
images/cell0368.png  1.0                 mono
images/cell0369.png  0.0                 mono
images/cell0370.png  1.0                 mono
images/cell0371.png  1.0                 mono
images/cell0372.png  1.0                 mono
images/cell0373.png  1.0                 mono
images/cell0374.png  1.0                 mono
images/cell0375.png  1.0                 mono
images/cell0376.png  1.0                 mono
images/cell0377.png  1.0                 mono
images/cell0378.png  1.0                 mono
images/cell0379.png  1.0                 mono
images/cell0380.png  1.0                 mono
images/cell0381.png  1.0                 mono
images/cell0382.png  1.0                 mono
images/cell0383.png  1.0                 mono
images/cell0384.png  1.0                 mono
images/cell0385.png  1.0                 mono
images/cell0386.png  1.0                 mono
images/cell0387.png  1.0                 mono
images/cell0388.png  1.0                 mono
images/cell0389.png  1.0                 mono
images/cell0390.png  1.0                 mono
images/cell0391.png  1.0                 mono
images/cell0392.png  1.0                 mono
images/cell0393.png  1.0                 mono
images/cell0394.png  1.0                 mono
images/cell0395.png  1.0                 mono
images/cell0396.png  1.0                 mono
images/cell0397.png  0.0                 mono
images/cell0398.png  1.0                 mono
images/cell0399.png  1.0                 mono
images/cell0400.png  1.0                 mono
images/cell0401.png  1.0                 mono
images/cell0402.png  1.0                 mono
images/cell0403.png  1.0                 mono
images/cell0404.png  1.0                 mono
images/cell0405.png  1.0                 mono
images/cell0406.png  1.0                 mono
images/cell0407.png  1.0                 mono
images/cell0408.png  1.0                 mono
images/cell0409.png  1.0                 mono
images/cell0410.png  0.0                 mono
images/cell0411.png  1.0                 mono
